134658418, 52.52671, -118.6164, 708.0504,55.50979, -242.7901, 688.8421,57.8991, -341.9368, 672.705,63.15832, -492.6368, 647.1035,38.65854, -469.1145, 653.3355,-52.36754, -431.5079, 674.3677,-59.15549, -238.3187, 651.2838,-64.85983, -76.1755, 631.8932,-87.67363, -12.98094, 622.5148,-56.75492, 53.96089, 603.6031,-36.70008, 21.65601, 625.9509,85.66013, -466.1228, 647.8928,168.2712, -424.2535, 650.3663,153.1955, -226.6475, 658.9252,140.1593, -62.00805, 669.0778,154.7351, 9.510431, 666.2759,115.1055, 72.94503, 668.3413,123.7924, 25.12699, 720.6462,-11.69132, -120.0665, 707.4514,-43.55723, 159.9626, 696.8901,-65.68956, 423.933, 647.088,-86.02006, 504.4807, 749.642,110.435, -117.3088, 708.5905,101.572, 140.2032, 822.5255,88.92437, 395.6931, 916.0776,123.0154, 419.7557, 1030.111,66.27839, -550.0997, 646.8494,83.79569, -571.9934, 756.5267,64.98953, -599.5293, 735.4792,13.63141, -599.4515, 662.4131,101.2959, -593.7819, 733.1276,128.8671, -590.2914, 645.1071,
134658519, 56.92633, -125.2132, 735.5123,63.11353, -251.1166, 717.4467,68.05, -351.6848, 702.417,78.31335, -503.9442, 675.4666,52.75486, -481.0052, 682.1446,-39.89219, -446.9185, 707.9557,-52.77856, -250.3787, 697.3157,-62.88815, -85.30329, 689.8568,-56.30215, -20.90841, 712.9667,-47.12554, 23.31849, 650.4493,-36.83104, 1.061756, 643.7206,100.196, -476.3288, 676.2407,183.9408, -434.1073, 680.2131,175.9958, -234.1569, 698.9196,169.5304, -67.27447, 713.5634,215.2103, -35.4626, 664.7969,183.8257, 20.55925, 624.4992,136.5562, 29.01356, 720.4359,-8.072167, -128.4959, 736.1288,-48.82048, 154.2675, 742.3984,-77.17597, 419.4539, 683.6509,-94.39388, 504.5659, 785.3391,115.5383, -122.2531, 734.9562,104.9229, 140.6199, 845.7006,89.86689, 400.7921, 936.4764,127.915, 425.3783, 1050.862,83.44029, -562.0216, 674.8133,88.17521, -593.5727, 784.9841,67.87064, -617.3273, 760.0921,23.17715, -605.6889, 682.2776,105.1549, -616.1324, 761.1822,141.2978, -610.3447, 675.1221,
134658536, 60.65787, -133.424, 787.5659,72.187, -263.7206, 762.3098,81.34895, -367.8225, 741.7666,91.38908, -523.4615, 697.511,65.35417, -501.0742, 710.1851,-29.73658, -469.8457, 747.3004,-52.13267, -264.9742, 736.9014,-71.23433, -93.08492, 727.6439,-58.62604, -31.79703, 763.0725,-43.06194, 38.24715, 726.1657,-37.66027, 8.353993, 734.1847,113.6028, -494.0392, 698.0232,198.8787, -446.0895, 689.4938,196.4884, -240.2936, 732.5155,194.4895, -68.40939, 767.337,195.8805, -40.25364, 695.2298,187.4578, -8.003186, 623.2632,139.6922, 14.73675, 744.5803,-6.382976, -141.1158, 796.6447,-55.45445, 152.4044, 768.2654,-100.7965, 430.3731, 720.298,-108.1319, 519.0812, 828.2193,121.1115, -126.488, 779.3793,108.8566, 155.007, 878.3017,89.94787, 431.5693, 958.9581,138.7599, 471.7255, 1071.077,97.82433, -583.7014, 690.4017,88.5293, -608.6638, 807.3998,65.74203, -631.8228, 781.1066,27.96981, -618.6128, 695.315,104.2502, -636.4221, 785.6069,149.4455, -642.6909, 699.0601,
134658564, 86.54263, -160.8956, 822.2776,101.3369, -292.059, 790.1119,113.3439, -398.4151, 771.6531,84.50417, -545.1331, 701.1164,112.4091, -520.3498, 701.6528,184.9215, -477.2827, 632.8224,249.4434, -294.9712, 549.8561,155.9125, -152.0964, 504.7549,193.1298, -89.80262, 494.202,147.6953, -21.20637, 495.2072,145.6983, -45.39093, 479.0591,66.87778, -522.1614, 725.1023,-14.05872, -486.3564, 771.9706,-73.30449, -283.66, 809.1124,-100.9557, -109.103, 781.6273,-131.1405, -47.44479, 820.6253,-124.2472, -16.11542, 894.8719,-76.76081, -15.83875, 767.7613,155.5383, -153.0892, 822.1786,172.9388, 149.5844, 854.1973,143.5829, 346.7648, 1066.668,147.7929, 489.2759, 1071.662,24.3262, -167.935, 822.3669,-50.6628, 92.1202, 682.7703,-70.79494, 374.1709, 764.7648,-83.20562, 485.8496, 696.9281,69.49997, -594.902, 666.9483,13.99873, -542.6262, 571.2384,33.77837, -579.7462, 564.3369,108.1058, -626.3679, 604.6042,-1.240175, -576.9752, 583.0779,-1.949515, -631.8173, 666.4246,
134658600, 66.54953, -168.5975, 848.2267,82.73416, -300.9749, 817.7716,95.56346, -406.4985, 792.0774,87.99683, -562.558, 734.6282,113.0119, -534.5125, 734.1895,196.1494, -482.8775, 684.8263,204.2786, -285.3844, 608.4836,138.5445, -148.9359, 515.2707,188.4463, -96.72115, 499.9417,148.8486, -24.31221, 492.6227,145.7123, -44.6168, 478.946,66.23295, -539.5563, 755.3782,-15.23623, -508.2512, 805.887,-60.14034, -298.9515, 833.9933,-94.57985, -122.878, 818.3204,-123.0834, -48.95783, 824.9138,-110.6909, -60.90238, 904.5131,-69.11176, -31.83138, 799.6321,135.7578, -159.3252, 844.7023,140.8553, 147.0318, 863.3304,122.197, 408.4547, 995.1345,139.9599, 535.5604, 930.6144,4.14136, -176.9588, 851.4049,-62.6702, 103.1207, 745.97,-89.66431, 387.7512, 824.3243,-115.5198, 486.0216, 739.8187,80.88395, -617.0711, 704.6134,33.33926, -549.699, 613.0623,51.96344, -586.8591, 602.3759,122.0506, -642.4252, 640.4415,15.78141, -584.685, 619.5022,7.52813, -650.088, 695.3122,
134658632, 64.7674, -176.4625, 877.5584,77.39748, -309.5037, 842.3049,86.98837, -415.2879, 811.8679,89.58347, -575.7238, 761.45,112.3747, -545.5057, 758.402,194.2681, -490.1161, 708.5024,197.0098, -290.1745, 632.0356,136.1089, -149.2587, 538.659,183.8945, -101.9311, 506.3864,149.3846, -27.15347, 491.3965,144.7935, -52.75017, 482.3827,66.79897, -553.3248, 782.4799,-14.58595, -527.499, 838.0614,-63.83345, -318.6079, 877.0624,-107.737, -142.2408, 868.3995,-134.6279, -66.56245, 869.4863,-70.43149, -45.91243, 822.342,-69.42393, -57.05992, 823.8567,133.5026, -166.5189, 864.658,132.1473, 143.0587, 883.2754,125.1895, 413.0787, 1005.31,128.6377, 536.3447, 928.7801,2.785891, -185.4292, 889.1913,-68.35519, 115.3937, 868.5934,-100.8979, 402.8447, 946.1993,-145.0366, 493.4903, 858.6489,85.50342, -632.6216, 734.0507,44.78353, -557.2858, 643.7007,63.65481, -594.3728, 631.508,130.8527, -654.5255, 670.384,26.07886, -592.6219, 646.5271,11.63394, -663.6859, 717.5476,
134658668, 66.43592, -186.4973, 899.8909,89.11159, -319.6122, 866.2858,106.4818, -425.1646, 835.752,123.1172, -578.9417, 766.8282,144.8731, -547.7357, 770.6251,230.1109, -482.2875, 740.9097,241.0767, -274.2475, 685.6271,163.4419, -147.6651, 582.303,184.2923, -106.9308, 522.7477,151.2884, -35.21691, 493.2376,145.7235, -72.42851, 500.2856,96.56631, -559.872, 787.1871,1.888745, -532.514, 815.6333,-59.41463, -337.6305, 896.2173,-97.58928, -158.6119, 888.8027,-134.1795, -87.48837, 900.7274,-75.11178, -57.17222, 851.1839,-70.12125, -65.91428, 852.9758,135.2296, -172.0514, 889.0884,125.4371, 139.7611, 902.3881,117.9044, 417.5655, 1011.104,110.3081, 534.5107, 923.829,4.401665, -199.5237, 909.6319,-69.92426, 103.2578, 900.1924,-131.685, 398.2677, 909.642,-194.9893, 458.2068, 807.3033,125.3106, -632.4227, 732.2685,60.56203, -560.4577, 652.6635,74.84882, -598.879, 637.6438,150.3236, -659.0284, 659.1506,43.00509, -595.329, 662.8701,49.00553, -662.5807, 739.5806,
134658702, 63.45795, -207.036, 924.4268,90.36715, -340.761, 883.2996,113.6214, -448.7612, 855.5856,104.7099, -599.9967, 771.2797,129.6175, -569.8503, 772.9906,196.9781, -510.6974, 702.3105,254.6102, -299.1, 677.712,176.9316, -131.0217, 673.0322,190.8461, -111.2602, 600.0316,165.9809, -29.38251, 588.9101,205.0276, -48.31161, 623.097,83.68745, -580.8843, 798.6195,-8.365438, -551.3038, 839.6163,-59.00085, -350.8637, 928.0469,-90.25282, -166.7492, 910.571,-132.392, -96.06829, 919.727,-62.69368, -59.47515, 888.1511,-58.03979, -68.10469, 889.2992,131.1107, -187.6677, 905.7153,125.1429, 131.7938, 916.4854,127.1353, 411.0193, 1040.5,120.3065, 560.3004, 1033.417,2.452507, -224.5013, 941.2997,-79.80918, 84.07526, 942.2563,-147.8995, 384.4011, 964.4605,-194.2145, 490.6579, 890.2288,95.87903, -651.4153, 732.1193,57.52978, -557.0117, 654.1191,72.43599, -594.5213, 634.9161,136.9641, -667.9919, 661.1299,34.85542, -591.5275, 652.861,16.18681, -673.3459, 715.3491,
134658737, 63.7748, -211.0083, 939.2662,90.93372, -346.7597, 897.8687,115.1908, -456.7724, 872.304,108.1467, -612.0618, 790.1072,132.9164, -581.0517, 791.0385,200.2993, -521.0033, 718.5159,263.6275, -306.7924, 704.3977,181.4031, -137.9064, 706.9087,188.7652, -120.735, 631.1877,142.4585, -65.27934, 581.7939,195.3257, -57.76847, 671.3244,86.6773, -592.4426, 817.5554,-6.127186, -562.9556, 860.7238,-58.09263, -358.8062, 948.0862,-93.63736, -172.4675, 933.8315,-138.1049, -104.5267, 955.2452,-65.9539, -62.38309, 934.792,-62.81688, -71.73389, 940.6114,132.3154, -191.4117, 919.9711,125.425, 132.632, 929.2159,126.9236, 418.0937, 1049.782,118.8035, 568.4919, 1031.406,1.968715, -228.6793, 956.6655,-80.84103, 81.49225, 999.6447,-144.5283, 380.7263, 1066.432,-185.9664, 506.9377, 1023.506,99.80555, -665.1793, 751.5541,65.35432, -566.5433, 673.9472,80.70889, -604.2056, 653.9225,144.0418, -680.442, 680.7502,41.95209, -601.1532, 670.711,19.41584, -685.7076, 730.7446,
134658771, 64.05093, -220.8036, 967.9474,91.78844, -359.5461, 927.2335,115.9463, -471.4577, 899.9183,108.2018, -628.2348, 813.5388,133.8887, -597.0519, 815.5322,205.6606, -535.7962, 744.724,279.6906, -320.1007, 743.1504,187.5665, -153.1389, 759.6732,198.238, -125.371, 685.9857,171.2219, -61.42616, 630.0142,179.0583, -58.20521, 740.7407,86.02692, -608.3441, 841.34,-8.399039, -574.7198, 882.9536,-62.48919, -369.5, 977.5739,-94.08099, -178.9338, 961.5754,-140.0543, -109.9181, 982.6518,-69.15804, -64.5487, 958.2004,-71.46354, -70.91627, 958.2293,132.9973, -200.4856, 945.6804,124.1959, 129.6789, 953.5892,125.2006, 429.7906, 1051.683,116.236, 580.6636, 1019.146,1.878966, -239.1253, 988.0264,-90.33617, 74.85971, 1030.73,-145.7952, 378.1208, 1112.924,-188.9242, 511.7741, 1090.356,99.74311, -681.6027, 773.231,71.99813, -577.1593, 696.3751,88.06464, -615.0539, 675.4113,148.983, -695.34, 703.4849,47.6405, -611.662, 690.1104,18.91618, -699.6179, 746.0542,
