agmctb,,49451000,960,3,-3,-20,6,-4,344,-332,-210
agmctb,,49451020,964,3,11,-21,9,-3,346,-332,-214
agmctb,,49451040,957,0,15,-20,8,-3,347,-331,-205
agmctb,,49451060,964,3,15,-19,6,0,346,-333,-209
agmctb,,49451080,968,3,3,-23,3,3,344,-332,-210
agmctb,,49451100,960,0,11,-23,6,0,347,-332,-213
agmctb,,49451120,960,3,3,-18,10,-3,347,-331,-208
agmctb,,49451140,953,15,15,-18,10,0,346,-334,-211
agmctb,,49451160,964,7,7,-21,4,0,346,-333,-205
agmctb,,49451180,968,3,11,-21,1,4,348,-333,-203
agmctb,,49451200,964,0,7,-18,3,3,345,-333,-200
agmctb,,49451220,968,0,11,-15,9,0,346,-333,-208
agmctb,,49451240,960,7,7,-16,6,-1,347,-332,-208
agmctb,,49451260,968,3,7,-21,4,-1,347,-335,-203
agmctb,,49451280,953,3,3,-20,8,0,348,-333,-203
agmctb,,49451300,953,3,7,-17,7,-1,346,-333,-203
agmctb,,49451320,960,3,0,-17,8,0,345,-336,-203
agmctb,,49451340,957,3,7,-20,7,-1,345,-338,-204
agmctb,,49451360,960,7,11,-23,6,0,345,-332,-210
agmctb,,49451380,960,7,7,-20,4,0,346,-335,-201
agmctb,,49451400,953,7,7,-18,7,1,345,-330,-213
agmctb,,49451420,957,11,11,-21,3,0,345,-333,-205
agmctb,,49451440,960,3,7,-24,1,2,345,-333,-208
agmctb,,49451460,964,3,0,-22,4,4,345,-333,-205
agmctb,,49451480,968,3,15,-17,6,0,344,-335,-208
agmctb,,49451500,964,3,11,-17,5,0,344,-335,-205
agmctb,,49451520,960,0,3,-21,3,-1,344,-334,-205
agmctb,,49451540,964,3,11,-24,4,-1,345,-335,-203
agmctb,,49451560,964,0,3,-19,6,-1,345,-333,-203
agmctb,,49451580,960,15,7,-17,8,-2,345,-331,-205
agmctb,,49451600,957,3,3,-20,2,1,347,-332,-208
agmctb,,49451620,964,0,7,-23,3,1,343,-333,-208
agmctb,,49451640,957,3,7,-21,4,1,342,-331,-209
agmctb,,49451660,960,3,7,-17,10,-2,344,-331,-207
agmctb,,49451680,964,3,0,-18,7,-2,344,-335,-208
agmctb,,49451700,957,0,7,-25,7,-3,344,-334,-205
agmctb,,49451720,957,-7,3,-21,7,-4,342,-333,-204
agmctb,,49451740,957,3,3,-20,14,-7,344,-335,-208
agmctb,,49451760,968,7,11,-17,11,-4,343,-334,-205
agmctb,,49451780,964,7,19,-23,5,-2,342,-331,-205
agmctb,,49451800,957,-3,7,-21,6,-3,342,-332,-204
agmctb,,49451820,964,3,3,-19,12,-4,347,-331,-208
agmctb,,49451840,964,3,0,-16,9,-2,344,-331,-205
agmctb,,49451860,968,7,7,-20,4,-1,345,-332,-210
agmctb,,49451880,957,7,11,-21,1,3,345,-333,-211
agmctb,,49451900,953,0,3,-15,6,0,347,-332,-211
agmctb,,49451920,960,0,3,-12,9,-1,344,-332,-210
agmctb,,49451940,968,7,7,-10,12,-3,345,-333,-206
agmctb,,49451960,960,3,19,-11,16,-1,346,-332,-210
agmctb,,49451980,957,3,11,-6,19,1,345,-332,-207
agmctb,,49452000,957,0,23,-4,15,1,344,-331,-212
agmctb,,49452020,945,-15,7,-5,2,-1,345,-335,-209
agmctb,,49452040,957,3,15,-15,7,-1,344,-332,-210
agmctb,,49452060,953,0,-11,-20,-5,-3,344,-334,-208
agmctb,,49452080,953,3,7,-25,5,-3,344,-333,-208
agmctb,,49452100,960,7,7,-25,3,-1,345,-332,-207
agmctb,,49452120,960,3,15,-21,0,0,345,-333,-203
agmctb,,49452140,957,0,3,-18,0,1,345,-335,-206
agmctb,,49452160,968,3,0,-15,6,-3,347,-335,-207
agmctb,,49452180,964,3,7,-14,9,-1,346,-335,-206
agmctb,,49452200,953,3,7,-14,8,-2,347,-334,-201
agmctb,,49452220,960,7,0,-8,12,-3,344,-333,-203
agmctb,,49452240,972,-11,0,-3,17,-4,345,-336,-203
agmctb,,49452260,964,-7,3,-3,17,-6,345,-334,-208
agmctb,,49452280,964,31,11,-9,26,6,347,-335,-206
agmctb,,49452300,964,11,0,0,11,4,344,-335,-206
agmctb,,49452320,957,3,0,1,10,1,345,-335,-209
agmctb,,49452340,968,-3,0,9,15,0,344,-335,-203
agmctb,,49452360,964,0,7,-3,8,-3,344,-335,-203
agmctb,,49452380,953,15,0,-21,0,-3,343,-335,-206
agmctb,,49452400,960,7,11,-29,-6,0,345,-336,-200
agmctb,,49452420,968,-15,11,-14,-2,-4,345,-336,-206
agmctb,,49452440,957,-7,-3,-9,3,-7,346,-333,-203
agmctb,,49452460,960,0,7,-19,7,-4,345,-333,-205
agmctb,,49452480,960,3,3,-22,6,-6,346,-335,-206
agmctb,,49452500,953,3,3,-20,9,-4,343,-335,-206
agmctb,,49452520,953,0,7,-13,7,-2,345,-333,-208
agmctb,,49452540,960,0,3,-9,7,-5,342,-331,-205
agmctb,,49452560,964,-7,3,-23,10,-5,346,-333,-203
agmctb,,49452580,960,0,3,-26,9,-7,344,-336,-200
agmctb,,49452600,960,0,3,-24,12,-10,344,-333,-208
agmctb,,49452620,953,0,3,-15,15,-10,344,-335,-206
agmctb,,49452640,964,7,-3,-12,17,-10,343,-331,-205
agmctb,,49452660,964,11,0,-13,18,-9,342,-333,-210
agmctb,,49452680,960,0,-3,-9,20,-12,345,-333,-205
agmctb,,49452700,957,-7,3,-5,21,-15,346,-333,-206
agmctb,,49452720,957,3,11,7,28,-14,343,-336,-209
agmctb,,49452740,953,0,11,8,31,-17,345,-334,-208
agmctb,,49452760,957,3,0,14,39,-21,346,-331,-208
agmctb,,49452780,949,27,-3,17,40,-20,345,-334,-208
agmctb,,49452800,968,19,31,-9,28,-12,343,-333,-210
agmctb,,49452820,960,7,42,-21,9,-13,344,-333,-206
agmctb,,49452840,957,3,7,-20,4,-8,343,-333,-211
agmctb,,49452860,964,3,0,-17,4,-12,343,-334,-208
agmctb,,49452880,960,7,15,-25,3,-14,345,-333,-203
agmctb,,49452900,964,3,11,-37,2,-10,344,-332,-207
agmctb,,49452920,957,0,11,-35,6,-12,345,-331,-215
